creator_name,userid,comment
Brian Barczyk,569605,Brian Thanks for including something regarding BTS I personally appreciate it after all I did get into these reptiles because of you. Well to be fair it wasnt because of you it was more because what you said but regardless Im glad I invested in to them. I cant wait to see what you end up putting up for sale on your website  Ill be watching 👍👌 Keep VLOGING I enjoy your energy and positivity. Watching your VLOGS are a great start to my day or even changing my outlook if Im having a bad day
я и мой хвост,979498,О меня несправедливо сократили аж в 1992 году. Ну и что. Стала дрессировать с выездом. Так что все к лучшему.
Vet Ranch,2457376,My dog hard u say sit so he sat and wont sit for me so thanks
Gohan The Husky,1587890,Soooooo... many perfect pics! I like the ones where you can see he was moving {^-^}
Brave Wilderness,1972187,thats legit mr crabs right there speeding off to the krusty crab.
Gone to the Snow Dogs,2192706,I just love the dogs there so cute
Brian Barczyk,1826357,I loved the opening
Brian Barczyk,397383,I know how you feel I have lost 3 dogs
GOOD BYE,2231440,I like this arc so far(spoiler comment)... Except the way Gohan was forced into a draw because of a plot device to drive the episode.That cocky Kai of universe 9 got served good.  I liked his reaction when the beans were spilled about Gokus folly.  Beerus going face to face with the Supreme Kai getting owned because they were both lazy and idiotic.
The Radio Shop,1216656,Hi BuddyLooks like an interesting repair season planned. Looking forward to those videos.   :-)   73 WB3BJU
Robin Seplut,1078410,I love the the sweet kitties
Brian Barczyk,1498366,Name her J-Lo from the anaconda movie lol
Brave Wilderness,2139048,Dont do it
Cockatoo Luck,1956180,He said doctor and I got work to do.
Brave Wilderness,1685668,Where I am the ghost crabs look very different then the ones they caught
Brave Wilderness,126870,you are sooo......      wow¡¡¡
꼬부기아빠 My Pet Diary,6868,어깨탈골.. ㅋㅋㅋ
GREENIES,121317,This is totally not offensive whatsoever.
Myaquariuminfo,1507657,lol
ERB2,2053884,Baby name:Fiona
Nichole337,1609671,What is with the pineapple?
Brave Wilderness,826536,Me too awesome video :3
Brave Wilderness,430928,DOGGO GOESE TO EXTREME ON COYOTE
ERB2,2270858,JOHNNY CASH VS JOHNNY CARSON! Also name her either Malea or Katarina
DarkDynastyK9s,2291137,Lol.  MARLON WE LOVE YOU.  REMEMBER BROTHER WE ARE ALL CONNECTED AND THE HATERS ARE HATING THEMSELVES.  LOL. KISS N HUGG LISA AND THE BOYS
Maymo,1020291,jaja me han hecho reir!! Bellos!
TCTV,1648938,day la loai tri an do
Info Marvel,1498150,solo dos peticiones xd sacala fuerza de los otros dosy convierte los kilogramos a toneladases mas facil de entender  muchas gracias y sigue asi¡¡¡
markit aneight,2106243,what happen with this man in mid 1994 ? give up from live some  sickness  health problems  depression ? everything after that is not the same. it like different man. it is going  to be mystery forever.
Think Like A Horse,1589402,#1 reason:  - Rick Gore says dont leave them on and I hate him so I leave it on
DarkRavenholm99,200696,This video makes me so happy. Ive been hoping someone would put together a video to this effect and you did a fantastic job.
Taylor Nicole Dean,691526,I just wanna know where to buy one
Taylor Nicole Dean,1209032,7:37 Me all day😂
ViralBe,957498,hi Im from Iraq where are you from?
Taylor Nicole Dean,2368164,I want one! You dont need 80...I was just joking BTW but they are so cute and I am happy to hear that they are going to a sanctuary.
Taylor Nicole Dean,1427446,your website wont let me join :( :(
Taylor Nicole Dean,2306107,I want to get a service dog but my mother just rolls her eyes every time I mention it. I have extremely severe social anxiety pcos and many other health problems that cause me to be bed-ridden most days.All my mum says is that I need to get a job. How can I do that if I cant walk up stairs on my own? Does anyone have any advice on how to get her to agree?
Brave Wilderness,1567930,Coyote issa G!
Gone to the Snow Dogs,398925,Shelby i love shelby
The Dodo,1627828,😇😇😇😇😇
Daniel Martel,1960965,Exelente videoaclaro mucho las preguntas que tenía con respecto a estos errores también me gustaría hicieras uno de los herrores de los que vienen con falta de material o como yo les digo pacman
Chriskillergaming,249510,Thoughts on the new intro?
Brave Wilderness,612692,NEED to see some koalas
Brave Wilderness,1134455,I saw a 2 tailed blue tongue awhile ago
Viktor Larkhill,920529,Omg she is gorgeous
ViralHog,1728062,Near the end of the video did the crog loose his mouth/lips
SlideShow ForFun,919697,Most importantly Blue isnt crying anymore *well now i am crying because of Blue*
Brave Wilderness,1002961,LaurDIY will not like this XD Like if you watch her
Mr. Max T.V.,1328943,Dan you are the best birdie daddy ever!!
Cole & Marmalade,1639344,So cute
Viktor Larkhill,964679,thats so sad i liked the video to help if that helps
HammyLux,289562,First like and comment !!!!and love the video
ViralBe,1045671,kangal king number one
Think Like A Horse,2394737,Horses kick because its a reflex. Theyre not trying to be mean .Its like when you go to the doctors and they take that hammer like tool and tap your knee. You uncontrollably kick out because they are testing for your reflex.  Now what if your doctor was stupid and tested your knee while standing in front of you and you accidentally kick him. Same thing with people and horses.
THE TOP 10,936963,El supuesto tiranousarus rex que muestras es en realidad un carnotaurus. De la película Dinosaur.
The Dodo,655576,The new Leatherface trailer brought me here.
MaxluvsMya,2456026,Cute kitty!
HoppingHammy,775541,Im so sorry for your loss :c
MonkeyBoo,977764,This is so cute
Brave Wilderness,531630,NOPE
Robin Seplut,1130842,Oh no! I just watched this video and all the cats in my house came running to see what was wrong... LOL.
Chriskillergaming,1557381,Good but nothing can be better than picpic
Brave Wilderness,1259937,WHO WATCHING WITH NO SOCKS ON😎
Brian Barczyk,1949530,My favourite movie is The Shawshank Redemption.. The Shawshank Naked Redemption... my other favourite film is Stand By Me... Stand By Me Naked! Hahaha! Hubbys fav film is The Gladiator... The Naked Gladiator.. We both love your vlogs and I think you should definitely take the chance to visit Indonesia. What a wonderful opportunity for you and us of course. I would love to see you vlog there it would be a truly amazing experience for all of us...Bella is awesome btw hows snoop frog settling in? How is karma enjoying his new misting system? Im excited to see the skinks having babies. Do the Leopard Geckos start Breading soon too or is it just snakes & skinks right now?Sorry for all the queries but I am really interested. 🐍🦎🐸 🐍🦎🐸
Zak Georges Dog Training rEvolution,302853,Im getting a spaniel puppy in June im trying to do loads of research before he comes!
honeysada,439378,rip. I am sad for thatTT
Miss Aww,1119883,Sunt haioase
Robin Seplut,403336,Вы прекрасный человек живите долго и счастливо вы правда этого достойны. Спасибо вам за то что вы делаете. Такие люди как вы спасают мою веру в доброту людей.
꼬부기아빠 My Pet Diary,1989186,어머 이건 어디서 사셨나용 링크부탁드려요~~
Brian Barczyk,232449,i was scared of snakes intel i watched ur vids
Think Like A Horse,109852,I was thinking she needed shoes on....lol
TobyTurner,375638,Glad to see you be excited for making new content Toby.
Taylor Nicole Dean,913867,Awesome job Taylor I am very happy for you and all your wonderful fishies :)!!! Love Cheese!
HammyLux,1750162,Great video Pam!!!
PETA (People for the Ethical Treatment of Animals),2376254,PETA is the best!!!! I subscribed!!! PETA keep doing this please!!! help the animals!!! F the humans
Think Like A Horse,1234652,No excuse to tie your horses and let the drownThats torture.I hope they catch the owners.Thats 9 times 1 degree murder if you ask me.There is no way they did not know these horses were gonna drown.But probably they only get some prisontime.
Info Marvel,1100923,ojala el capitan america no muera y chris evans renueve
Simply Equine 27,543571,I love it and I 🐴
Bully Girl Magazine,1604784,Allentown?
Info Marvel,656204,Esta teoría me gusta. Quiero el de Thor. LIKE.
World Animal Awareness Society,1289159,😣
Kanyon,1381671,Cats dont have owners they have _staff_.
Hope For Paws - Official Rescue Channel,1970392,a real Short video but still good like always keep us posted
Hope For Paws - Official Rescue Channel,2487961,Cute
Brian Barczyk,1095328,I love you I dont no how you do can Hellen actually see😎😎😎😎😎😎😎😎😎😎😎🤗😂😂😂😎😎😎😎😎😎😎😎
87Beamara,2153466,en el numero 2de que la mama esta enferma por eso mi alejandra se fue por que estaba enfermita por que no queria comer ni nada se murio y nunca regreso de la calle por que iva a contagiar a mis gatos y gracias por la informacion
Brave Wilderness,2194901,Bob
Brave Wilderness,2349999,name him rubert
Hope For Paws - Official Rescue Channel,114758,I love dogs so much I cry when I see this 😢😭
wskrsnwings,1953323,Beautiful video. Thanks Vicki. ❤❤
ViralHog,1304396,Geezus what did she think while doing this?! Is she stupid?!
Daniel Martel,2160183,Daniel martel mandame una moneda bro soy tu Fam
Brave Wilderness,1816491,Thats what I love about this channel its never click bait
Coyote Trapping School,103076,I like how you put up your stats. I just started trapping last season. I think on the same size property from Jan. thru Feb. I caught 10 skunks 14 possums 35 raccoons 2 red fox 5 coyotes on about 16 coil springs and 12 dog proofs (no beaver or otter sets). I was a little surprised I didnt catch a gray fox though. I was a little surprised by the somewhat low coyote numbers (#1 targets) and cams showing my misses. Its foolish to think I could get em all I suppose.I empathize with you cuz my wife said youre either hunting or trapping next year but not both haha.
Kovu,2529095,hello youtube
Mr. Max T.V.,689263,Careful Max. The boogeymans comin and if hes got you by the legs its too late.
Brave Wilderness,882281,Ive had Noni juice.  Guess its not the real thing because it didnt taste bad at all just a little tart.
Brave Wilderness,144084,You just lost a rare rebircsbus🙈 jk but Im pissed
Robin Seplut,9991,Ohhhh love😍
Gohan The Husky,1468480,this comment is for gohan and you  i just    wanted to say that im happy for you guys and just so you know i wish you guys the best of luck and fun in 2017. i have a big a big rottfiler and big support from balkan. gohan and you are growing famus over the time . say hallo to gohan for me and pls answer my commment.from vule to you guys
Gohan The Husky,607702,Face review
Brian Barczyk,1289412,Im a huge animal lover(more so with rescuing cats and fostering orphan neonatals) but I love them.all and I went vegan last year and it was the best choice I ever made. not just because every vegan saves 168 animals lives a year on average but because.my health is incredible now. I used to always feel sluggish and tired and now Im energized and just feel super great. my sleep has gotten better my skin cleared up and I even lost some weight. going vegan will be a great choice for you
Taylor Nicole Dean,2033243,Im PRETTY SURE ur dog is a Doberman and half skink!😆 JK I LOVE YOU TAYLOR 😘😘❤️❤️
shinkoruri,688414,かわいい💕
